OTU_ID,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,20000,22000
OTU3014,0,0,0.000396574,0.000317259,7.93147E-05,0,7.93147E-05,0,7.93147E-05,0.000237944,0,0
OTU1297,0.000237944,0,7.93147E-05,0.000396574,7.93147E-05,7.93147E-05,0,0.000317259,0,0.000158629,0,0.000396574
OTU3494,7.93147E-05,0.000158629,0,0.000396574,7.93147E-05,0.000158629,0.000158629,0.000158629,7.93147E-05,7.93147E-05,7.93147E-05,0.000158629
OTU11800,7.93147E-05,0.000396574,0.000237944,7.93147E-05,0.000237944,0.000237944,7.93147E-05,7.93147E-05,7.93147E-05,0,0.000237944,0
OTU9171,0,7.93147E-05,0.000237944,0,0,0.000396574,0,7.93147E-05,0.000158629,0,7.93147E-05,0.000158629
OTU5485,0,0,0.000317259,7.93147E-05,0,0.000396574,0,0,0,0,7.93147E-05,0.000396574
OTU2811,7.93147E-05,0.000396574,7.93147E-05,0.000158629,7.93147E-05,0,0.000237944,7.93147E-05,7.93147E-05,0,0,0.000158629
OTU836,0,7.93147E-05,0.000396574,7.93147E-05,0,0,0.000237944,0.000396574,0.000158629,0.000158629,0,0.000158629
OTU1940,0.000158629,0.000396574,0,7.93147E-05,0.000237944,0.000158629,0,0,7.93147E-05,0.000237944,0,0
OTU1489,0,7.93147E-05,0,7.93147E-05,7.93147E-05,0.000396574,0,7.93147E-05,7.93147E-05,0,0,0.000317259
OTU1030,7.93147E-05,0,0.000237944,7.93147E-05,7.93147E-05,0.000158629,0.000396574,0.000237944,0.000158629,0,0.000237944,0
OTU2675,0.000158629,0,7.93147E-05,0,0.000158629,0.000158629,0.000317259,0,7.93147E-05,0.000396574,0.000237944,0
OTU1300,0,0,0,0.000317259,0.000158629,0.000237944,0.000396574,7.93147E-05,0,7.93147E-05,0,0.000237944
OTU3989,7.93147E-05,7.93147E-05,0.000396574,7.93147E-05,7.93147E-05,0.000158629,7.93147E-05,0.000158629,0,7.93147E-05,7.93147E-05,0
OTU1113,0.000396574,0,0.000158629,0.000158629,0.000237944,0,7.93147E-05,7.93147E-05,7.93147E-05,7.93147E-05,7.93147E-05,0
OTU1244,7.93147E-05,0,7.93147E-05,0,7.93147E-05,7.93147E-05,0.000237944,7.93147E-05,0,0.000158629,7.93147E-05,0.000396574
OTU1098,0.000396574,0.000158629,0,7.93147E-05,0.000317259,7.93147E-05,0,7.93147E-05,0,0,7.93147E-05,7.93147E-05
OTU1172,0,0.000396574,0.000158629,0.000158629,0.000158629,0.000237944,0,0,0,0,0,7.93147E-05
OTU885,0.000158629,0.000158629,7.93147E-05,0.000158629,0.000158629,7.93147E-05,7.93147E-05,0.000396574,0,0,0,7.93147E-05
OTU1433,7.93147E-05,7.93147E-05,0,7.93147E-05,0.000158629,0,7.93147E-05,0.000158629,7.93147E-05,7.93147E-05,0.000396574,7.93147E-05
OTU2275,7.93147E-05,0,7.93147E-05,7.93147E-05,0,0,0,0.000396574,0,0,7.93147E-05,0
OTU1806,7.93147E-05,7.93147E-05,7.93147E-05,0.000396574,0,0.000317259,0,0,0.000158629,0,0,0
OTU4618,0,0,0,0,0,0,7.93147E-05,0,0.000396574,0,0,0.000317259
OTU2795,0,0,7.93147E-05,0,0,0.000396574,0,7.93147E-05,0,7.93147E-05,0,7.93147E-05
OTU1456,0.000396574,0,7.93147E-05,7.93147E-05,0.000237944,0,0,0.000158629,0,0,7.93147E-05,0
OTU4957,0.000317259,0,7.93147E-05,0.000317259,0,0.000396574,0,0,7.93147E-05,0.000317259,7.93147E-05,0
OTU1401,7.93147E-05,7.93147E-05,0,0.000158629,0,0.000237944,0,0,0,0.000237944,0.000396574,0.000237944
OTU7787,7.93147E-05,0.000158629,7.93147E-05,0.000396574,7.93147E-05,0.000158629,0,0,0,0.000158629,0,0.000158629
OTU2116,0.000396574,0,0,0.000158629,7.93147E-05,7.93147E-05,0,7.93147E-05,0,0,0,0
OTU1081,0.000317259,0,0,0,0.000317259,0.000396574,0,7.93147E-05,0.000158629,7.93147E-05,0,0
OTU3297,7.93147E-05,0.000317259,0,0,0,0.000158629,7.93147E-05,7.93147E-05,7.93147E-05,0,0,0.000396574
OTU1895,0,0,7.93147E-05,0,0,7.93147E-05,7.93147E-05,0,0,0,7.93147E-05,0.000396574
OTU5129,7.93147E-05,0,7.93147E-05,7.93147E-05,0.000158629,7.93147E-05,0,0,0,0,0.000237944,0.000396574
OTU2941,0,7.93147E-05,0.000158629,0.000237944,0,0.000396574,0,0,7.93147E-05,0,7.93147E-05,7.93147E-05
OTU1727,0.000396574,0,0,0.000396574,0.000158629,0,0,0,0.000158629,0,0,0
OTU1299,0,7.93147E-05,0,0,0,0,0.000396574,0,0.000158629,0,0.000158629,0
OTU2710,0,0,7.93147E-05,0.000158629,0.000396574,7.93147E-05,0.000158629,0,0,7.93147E-05,0,7.93147E-05
OTU2160,0,7.93147E-05,0,7.93147E-05,0.000158629,7.93147E-05,0.000396574,0.000158629,0,7.93147E-05,0,7.93147E-05
OTU3328,0,0,7.93147E-05,7.93147E-05,0.000237944,7.93147E-05,7.93147E-05,0,7.93147E-05,7.93147E-05,0.000396574,0
OTU2840,7.93147E-05,7.93147E-05,7.93147E-05,7.93147E-05,0,0,0.000396574,0,0,0,0,0.000158629
OTU1421,0,7.93147E-05,0.000158629,0,7.93147E-05,0,0,7.93147E-05,0,0.000396574,0,0
OTU1853,0,0,0,0,0.000396574,0,0,0,0,0.000237944,7.93147E-05,0
OTU4210,0,0,0.000396574,7.93147E-05,0,0,0,0.000158629,7.93147E-05,0,0,7.93147E-05
OTU2521,7.93147E-05,0.000158629,0.000158629,0.000158629,0.000396574,0,0,7.93147E-05,0,0,0,0
OTU1262,0.000396574,0.000158629,0.000237944,7.93147E-05,0,7.93147E-05,7.93147E-05,0,7.93147E-05,0,7.93147E-05,7.93147E-05
OTU3450,7.93147E-05,7.93147E-05,7.93147E-05,0,0.000396574,7.93147E-05,7.93147E-05,0,0,0,0,0
OTU5459,0,0,7.93147E-05,0.000158629,7.93147E-05,0,0,0,0.000396574,7.93147E-05,0.000317259,0
OTU1567,0,0,0,0,0,0.000237944,0,0.000158629,0,0,0.000396574,0
OTU64,0,0,0,0,0,0,0,0,0,0,0.000396574,0.000237944
OTU3576,0,0.000396574,0,0,0,0,0.000317259,0,0,0.000317259,0,0.000237944
OTU3361,7.93147E-05,0,0,7.93147E-05,0.000396574,0,0,7.93147E-05,0,0.000158629,0,0
OTU4245,0.000158629,7.93147E-05,0,0.000396574,0,0,0,0,0,0,7.93147E-05,0
OTU852,7.93147E-05,0.000396574,0,0,0,0,7.93147E-05,0,0.000237944,0,0,0
OTU8583,0.000158629,0,0,0,0.000396574,0,0,0,0,0,0,0
OTU4221,0,0,0,0,0.000158629,0.000158629,0,0.000158629,0,0,0,0.000396574
OTU11782,0,0.000396574,0.000158629,7.93147E-05,0.000158629,0,0,0,7.93147E-05,0,0.000158629,0
OTU4225,0,0,7.93147E-05,0,0,0,0,0.000396574,0,0,0,0
OTU1258,7.93147E-05,0,0,0,0,0,0.000396574,0,0,0,7.93147E-05,7.93147E-05
OTU11271,0,0,0.000158629,0,0,0,0,0.000396574,0,0,0,0
OTU3311,7.93147E-05,0,0,0,0.000396574,0,0.000396574,0,0,0,0,0
OTU2463,7.93147E-05,0,0.000158629,0,0,7.93147E-05,0,0,0,0,0,0.000396574
OTU4058,0,0,0.000158629,0,7.93147E-05,7.93147E-05,0,0.000396574,0,0,0,0
OTU36,0,7.93147E-05,0,0,7.93147E-05,0.000158629,0,0,0,0,0.000396574,0
OTU1911,0,0,0,0,0,0.000158629,0,0,7.93147E-05,0.000396574,0,0
OTU4402,0.000396574,0,0,7.93147E-05,0,0,0,0,0,0.000158629,0,0
OTU9532,7.93147E-05,0,0,0.000158629,0,0.000396574,7.93147E-05,0,0,0,0,0
OTU2843,0,0.000396574,0,0,0,0,0,0,0,0,0,0
OTU2650,0,0,0,0,0.000396574,7.93147E-05,0,7.93147E-05,0,0,0,0
OTU3806,0,7.93147E-05,0,0,0,0,0,0,0.000396574,7.93147E-05,7.93147E-05,0
OTU9284,0.000396574,0,0,0,0,0,0,0,0,0,0,0
OTU3171,0,0,0,7.93147E-05,7.93147E-05,0,0,0,0,0,0,0.000396574
OTU2446,0,0,7.93147E-05,0,0,7.93147E-05,7.93147E-05,0,0,0,0,0.000396574
OTU662,0,0,0,0,0,0,0,0,0,0,0.000396574,0
OTU4661,0,0,0,0,0,0,0,0,0,0.000396574,0,0
OTU11255,0,0,0.000396574,0,0,0,0,0,0,0,0,0
OTU645,0.000237944,0.000237944,0.000237944,0.000158629,0.000237944,0.000158629,0.000317259,0.000237944,0.000237944,0.000158629,0,0.000317259
OTU755,0.000158629,7.93147E-05,0.000317259,0.000237944,0.000237944,7.93147E-05,0.000237944,7.93147E-05,0.000317259,7.93147E-05,0,0.000317259
OTU619,7.93147E-05,0.000158629,0.000158629,0.000158629,0.000237944,7.93147E-05,0.000158629,0.000237944,0.000317259,0.000237944,0.000237944,0.000317259
OTU1162,0.000317259,0.000237944,0.000237944,0.000158629,0.000237944,0.000158629,0,0.000158629,0.000237944,0.000317259,0,7.93147E-05
OTU1483,7.93147E-05,0.000158629,0.000237944,7.93147E-05,0,0.000158629,0.000237944,7.93147E-05,7.93147E-05,7.93147E-05,0.000317259,0.000158629
OTU752,0,0.000317259,0.000237944,7.93147E-05,0.000237944,0.000237944,0.000237944,0.000158629,0,0.000158629,0.000237944,0.000158629
OTU799,7.93147E-05,7.93147E-05,7.93147E-05,0.000237944,7.93147E-05,0,7.93147E-05,0.000317259,7.93147E-05,0,0,0
OTU760,7.93147E-05,0.000237944,0.000158629,0.000237944,7.93147E-05,0.000237944,0,0.000317259,0.000237944,0.000317259,7.93147E-05,0.000237944
OTU4026,0.000237944,0.000158629,0.000237944,0.000237944,7.93147E-05,7.93147E-05,0.000158629,0.000237944,7.93147E-05,0.000317259,0.000317259,7.93147E-05
OTU1395,0,0.000237944,0.000237944,7.93147E-05,0.000237944,7.93147E-05,0,0.000158629,0.000158629,0.000158629,0.000317259,0.000317259
OTU6128,0.000317259,0.000317259,0.000158629,0.000158629,0.000237944,0.000237944,7.93147E-05,7.93147E-05,7.93147E-05,0.000237944,0.000237944,0.000317259
OTU1011,7.93147E-05,0.000158629,0.000158629,0,0.000317259,0.000158629,0.000237944,7.93147E-05,0.000317259,0.000237944,7.93147E-05,0.000237944
OTU19,0,0.000158629,0.000317259,0.000237944,7.93147E-05,0.000158629,0.000158629,0.000158629,0.000317259,0.000158629,0.000317259,0.000158629
OTU1998,0.000317259,0.000237944,0.000237944,0.000317259,0.000237944,0.000237944,0,0.000158629,0.000237944,0.000158629,7.93147E-05,7.93147E-05
OTU11590,0,0.000237944,0.000317259,0.000317259,0.000158629,0.000158629,7.93147E-05,0,0,0,0,0.000237944
OTU921,7.93147E-05,7.93147E-05,0.000158629,0.000317259,0.000317259,0.000317259,0.000317259,0,7.93147E-05,7.93147E-05,0,0.000158629
OTU24,0,0.000317259,0.000237944,0.000158629,7.93147E-05,0,0.000158629,7.93147E-05,7.93147E-05,0.000237944,7.93147E-05,0.000237944
OTU1517,7.93147E-05,0.000237944,0.000237944,7.93147E-05,7.93147E-05,0.000158629,0.000158629,0.000158629,0.000317259,0,0.000158629,0.000158629
OTU934,0,0.000158629,7.93147E-05,0.000158629,0.000237944,0,0.000317259,0.000158629,0.000317259,0.000158629,0,0.000158629
OTU1797,0.000158629,7.93147E-05,0,0.000158629,0.000237944,0.000237944,0,0.000317259,0.000158629,7.93147E-05,0.000237944,0.000158629
OTU780,0.000237944,7.93147E-05,0,0.000317259,0.000158629,7.93147E-05,0,0.000158629,0.000237944,0.000317259,7.93147E-05,7.93147E-05
OTU34,0,7.93147E-05,0.000317259,0.000237944,0.000158629,0,0.000158629,0.000158629,0.000158629,7.93147E-05,7.93147E-05,0.000158629
OTU15,0,7.93147E-05,0.000317259,0.000158629,0,0,0.000317259,0,7.93147E-05,0.000158629,7.93147E-05,7.93147E-05
OTU2323,7.93147E-05,7.93147E-05,7.93147E-05,0.000317259,7.93147E-05,0.000237944,0.000317259,7.93147E-05,0,7.93147E-05,7.93147E-05,0.000317259
OTU2053,7.93147E-05,0,0.000158629,0,0.000158629,0.000158629,0.000158629,0.000317259,0,0,0.000237944,0.000158629
OTU1057,0.000317259,7.93147E-05,0.000237944,7.93147E-05,0,7.93147E-05,0.000158629,7.93147E-05,0.000158629,0.000237944,0.000158629,0.000158629
OTU1196,7.93147E-05,0.000237944,0.000317259,7.93147E-05,0.000317259,7.93147E-05,0,7.93147E-05,0.000317259,0,7.93147E-05,0
OTU1990,0.000158629,0.000237944,0.000237944,0.000237944,0.000237944,0.000317259,0.000237944,7.93147E-05,0,0.000317259,0,7.93147E-05
OTU2042,7.93147E-05,0,0,0,0.000158629,0.000317259,0,0.000158629,0,7.93147E-05,0.000237944,0.000158629
OTU2414,7.93147E-05,0.000237944,0,7.93147E-05,7.93147E-05,7.93147E-05,0,7.93147E-05,0.000317259,0,0,0.000158629
OTU1866,0.000158629,0.000237944,0,0.000158629,0.000237944,0.000158629,0,0.000317259,0,0.000158629,0,0.000158629
OTU4419,0.000158629,0.000158629,7.93147E-05,0.000317259,0.000158629,0,0.000317259,0,0.000237944,7.93147E-05,0.000158629,0.000158629
OTU2465,0.000317259,7.93147E-05,7.93147E-05,0,0,7.93147E-05,0.000317259,7.93147E-05,7.93147E-05,0,7.93147E-05,7.93147E-05
OTU1042,7.93147E-05,7.93147E-05,0.000317259,0.000317259,0.000317259,0.000237944,0,0,0.000237944,0.000317259,7.93147E-05,7.93147E-05
OTU1090,0.000158629,0.000237944,7.93147E-05,7.93147E-05,7.93147E-05,7.93147E-05,0,0.000317259,7.93147E-05,7.93147E-05,7.93147E-05,0.000237944
OTU1417,0.000237944,0,0,0.000158629,0.000158629,0.000158629,0.000158629,0.000317259,0.000158629,0,7.93147E-05,0
OTU1260,0,0.000317259,0.000158629,0,7.93147E-05,0,0.000158629,0,7.93147E-05,7.93147E-05,7.93147E-05,0
OTU1565,0.000158629,7.93147E-05,0,0.000158629,0,7.93147E-05,0,0.000158629,7.93147E-05,0,0.000317259,0.000237944
OTU1599,0,7.93147E-05,0.000237944,7.93147E-05,0.000158629,0,0,0.000237944,7.93147E-05,7.93147E-05,0.000158629,0.000317259
OTU1480,7.93147E-05,0,0,0.000237944,7.93147E-05,0,0,0.000158629,0.000317259,0.000237944,0.000237944,0.000158629
OTU1185,0.000317259,0.000158629,0.000158629,0,0,0,7.93147E-05,0.000237944,0.000237944,7.93147E-05,0,7.93147E-05
OTU5680,0.000237944,0,0,0.000237944,7.93147E-05,7.93147E-05,0.000317259,0.000237944,7.93147E-05,0.000237944,7.93147E-05,0.000158629
OTU888,0,7.93147E-05,0,7.93147E-05,0.000158629,0.000158629,0.000158629,0.000317259,0.000237944,7.93147E-05,0.000317259,7.93147E-05
OTU54,0,7.93147E-05,0.000158629,0.000317259,0,0,0.000158629,0.000158629,0,0,7.93147E-05,0.000158629
OTU8424,0.000158629,7.93147E-05,0.000158629,0.000158629,0.000237944,7.93147E-05,0,0.000158629,0.000317259,7.93147E-05,7.93147E-05,7.93147E-05
OTU3227,0,0.000237944,0,7.93147E-05,0,0.000237944,0.000158629,0,0,0,0.000237944,0.000317259
OTU1199,0,7.93147E-05,0.000317259,0.000317259,0.000158629,0.000158629,0,0,0,0.000158629,7.93147E-05,0.000237944
OTU1976,7.93147E-05,0,0.000317259,0.000158629,7.93147E-05,7.93147E-05,7.93147E-05,0.000237944,7.93147E-05,0,7.93147E-05,0
OTU1323,0.000317259,0.000158629,7.93147E-05,7.93147E-05,7.93147E-05,0.000158629,0,7.93147E-05,0.000158629,0.000158629,0,7.93147E-05
OTU1176,7.93147E-05,0.000317259,0,0,0.000237944,7.93147E-05,0,0,7.93147E-05,0.000158629,7.93147E-05,0.000158629
OTU745,7.93147E-05,0.000158629,0,0.000317259,0.000158629,0.000237944,0,7.93147E-05,7.93147E-05,0.000237944,7.93147E-05,0.000158629
OTU1588,7.93147E-05,0,0,0.000317259,0,0,0,0.000317259,0.000158629,0.000158629,7.93147E-05,0.000158629
OTU1151,0,7.93147E-05,0,0,0.000158629,7.93147E-05,0.000158629,7.93147E-05,0,0,0.000317259,0.000158629
OTU2267,0.000317259,0,0.000158629,0,7.93147E-05,7.93147E-05,0,7.93147E-05,7.93147E-05,0,7.93147E-05,7.93147E-05
OTU321,0,7.93147E-05,0.000237944,0,7.93147E-05,0,0.000158629,0.000317259,0,0,0,7.93147E-05
OTU1092,7.93147E-05,7.93147E-05,0.000237944,0.000317259,0.000237944,7.93147E-05,7.93147E-05,7.93147E-05,0,7.93147E-05,0,0.000158629
OTU1851,0.000237944,0,7.93147E-05,0.000317259,0.000237944,0.000158629,0,0,0,0,0.000237944,0
OTU2222,7.93147E-05,0,7.93147E-05,0.000158629,0,0,0,0.000317259,0.000237944,0.000237944,0.000158629,0.000317259
OTU1591,0.000317259,0,0,0.000317259,7.93147E-05,0,0,0.000237944,0,7.93147E-05,0.000158629,0
OTU8673,0.000317259,0,0,0,0.000158629,0.000158629,0,7.93147E-05,0,7.93147E-05,0,0
OTU11827,7.93147E-05,0.000237944,0,0.000317259,0.000158629,7.93147E-05,0.000237944,0.000158629,7.93147E-05,7.93147E-05,7.93147E-05,7.93147E-05
OTU1144,0.000237944,0.000317259,0,0,0,0.000158629,7.93147E-05,7.93147E-05,0.000158629,0,0.000158629,7.93147E-05
OTU2674,0,0.000317259,0.000158629,0,0,0.000158629,0.000158629,7.93147E-05,0,7.93147E-05,0.000158629,7.93147E-05
OTU2886,0,7.93147E-05,0.000237944,0.000237944,0,0,0,0,0.000158629,7.93147E-05,0.000158629,0.000317259
OTU2610,0,0.000237944,0.000158629,7.93147E-05,0,0.000317259,0.000158629,0,7.93147E-05,0,0.000158629,0.000158629
OTU4416,0.000158629,0,0,0.000158629,7.93147E-05,0,0.000158629,0,7.93147E-05,0.000317259,7.93147E-05,0
OTU1341,0.000158629,0.000237944,0.000158629,0.000317259,0.000237944,7.93147E-05,0.000158629,7.93147E-05,0,0,0,0.000158629
OTU2093,0.000317259,7.93147E-05,7.93147E-05,7.93147E-05,7.93147E-05,0,7.93147E-05,0.000158629,0,0.000158629,0,0
OTU3420,0.000158629,0.000158629,7.93147E-05,0.000158629,0,0,0,7.93147E-05,7.93147E-05,7.93147E-05,0.000317259,0
OTU4789,0,0,0.000237944,7.93147E-05,0.000317259,0.000158629,0,0,0,0,0.000158629,0.000158629
OTU2524,0,0,0,0,0.000237944,0,0.000158629,0,7.93147E-05,0.000158629,0.000317259,0
OTU3187,0,0,0.000158629,7.93147E-05,0.000237944,7.93147E-05,0,0.000158629,0.000158629,0.000158629,0,0.000317259
OTU1301,0,0,0,7.93147E-05,0.000317259,7.93147E-05,7.93147E-05,7.93147E-05,0,7.93147E-05,0,0.000158629
OTU1445,0,0,0.000158629,7.93147E-05,0.000317259,0,7.93147E-05,7.93147E-05,7.93147E-05,0,7.93147E-05,0.000158629
OTU1118,0.000237944,0.000158629,0.000317259,0,7.93147E-05,7.93147E-05,0.000158629,0,0,0,0,7.93147E-05
OTU1345,7.93147E-05,0,0,7.93147E-05,0,0,0.000237944,0.000317259,7.93147E-05,7.93147E-05,0,0
OTU1713,0,0,7.93147E-05,0.000158629,0,7.93147E-05,0,0,0.000158629,0,0.000317259,0
OTU1581,0,7.93147E-05,7.93147E-05,7.93147E-05,0.000317259,0,0.000158629,0,0,0,0,7.93147E-05
OTU1007,7.93147E-05,0,0.000158629,0,0.000158629,7.93147E-05,7.93147E-05,0,0.000158629,0,0.000317259,7.93147E-05
OTU5709,7.93147E-05,0.000237944,0.000158629,7.93147E-05,7.93147E-05,0,0,0,0,7.93147E-05,0.000317259,0.000158629
OTU3280,0.000317259,7.93147E-05,0,7.93147E-05,0,0,0,0,0.000158629,7.93147E-05,0.000158629,7.93147E-05
OTU1413,0.000158629,0,0,0,0,0,7.93147E-05,0.000158629,7.93147E-05,0.000317259,0.000158629,0
OTU1143,7.93147E-05,7.93147E-05,0,7.93147E-05,0.000317259,0,7.93147E-05,0,0,7.93147E-05,0,7.93147E-05
OTU4324,0.000158629,7.93147E-05,0.000317259,7.93147E-05,0,7.93147E-05,0,0.000237944,7.93147E-05,7.93147E-05,0,0
OTU7335,0,0.000158629,0.000237944,0,0,0,0,0,0,0,7.93147E-05,0.000317259
OTU3549,0.000317259,0.000158629,0,0,0.000158629,0.000158629,7.93147E-05,0,0,0,0,0.000158629
OTU8351,7.93147E-05,0,0,7.93147E-05,7.93147E-05,7.93147E-05,0.000158629,7.93147E-05,0,0,7.93147E-05,0.000317259
OTU664,0.000237944,7.93147E-05,0.000158629,0,0,0,0.000158629,7.93147E-05,0,0,0,0.000317259
OTU4283,0,0,0.000317259,0.000237944,7.93147E-05,0,7.93147E-05,0,7.93147E-05,0,7.93147E-05,0.000158629
OTU1388,0,7.93147E-05,7.93147E-05,7.93147E-05,0,7.93147E-05,0.000317259,0,7.93147E-05,0,0.000158629,0
OTU906,0,0.000317259,7.93147E-05,0,0,0,7.93147E-05,0,0.000158629,0,0.000158629,0
OTU2975,0,7.93147E-05,7.93147E-05,0,0,0,0,0,0,0.000317259,7.93147E-05,0
OTU3845,0,7.93147E-05,7.93147E-05,7.93147E-05,0,0.000158629,7.93147E-05,0,0,7.93147E-05,7.93147E-05,0.000317259
OTU1414,7.93147E-05,0,0.000317259,0.000158629,0.000237944,7.93147E-05,0,0.000158629,7.93147E-05,0.000158629,0,7.93147E-05
OTU1878,0,0.000237944,0,0,0,0,0.000317259,0,0,0,0,0
OTU3617,0,0.000158629,0,0,7.93147E-05,0,0.000317259,0,0,7.93147E-05,0,0
OTU2173,0.000237944,7.93147E-05,0,0,0.000317259,7.93147E-05,0,0,0.000158629,0,0,0
OTU9085,0,0,0,0,0,0.000317259,0.000317259,0,0.000317259,7.93147E-05,7.93147E-05,0.000237944
OTU3371,0.000317259,7.93147E-05,0,7.93147E-05,0.000317259,0,0,0,0,0,0,0
OTU1065,0.000317259,7.93147E-05,0.000237944,0,0,0,0,0.000158629,7.93147E-05,0.000237944,0,0
OTU1035,0,0,7.93147E-05,7.93147E-05,0.000237944,7.93147E-05,0,0,0,0,0,0.000317259
OTU1495,0,7.93147E-05,0.000317259,0,7.93147E-05,0,0,7.93147E-05,0,0.000237944,0,0
OTU1637,0.000237944,0,0,0,0.000317259,7.93147E-05,0,0.000158629,7.93147E-05,0,7.93147E-05,0
OTU2474,7.93147E-05,7.93147E-05,0.000158629,7.93147E-05,0,7.93147E-05,7.93147E-05,0,0,0.000317259,7.93147E-05,0
OTU7813,0,7.93147E-05,0,0.000158629,7.93147E-05,0,0.000317259,0,0,0,0,0
OTU672,0.000317259,0,7.93147E-05,0.000158629,0.000158629,0,0,0,0,0,7.93147E-05,7.93147E-05
OTU1532,0,0,0.000317259,0,0,7.93147E-05,0,0,7.93147E-05,7.93147E-05,7.93147E-05,0
OTU4651,0,0,0,0,0,7.93147E-05,0,0,0,7.93147E-05,0,0.000317259
OTU1059,0,0,0,0,7.93147E-05,0,0,0.000158629,0.000317259,0,0,0
OTU11037,0,0,0.000158629,0,0,0,0,0.000317259,0,0,0,0
OTU3929,0,0,0,0.000317259,0.000158629,0,0,0,7.93147E-05,7.93147E-05,0,7.93147E-05
OTU1165,7.93147E-05,0,7.93147E-05,7.93147E-05,7.93147E-05,0.000317259,0,0,0,0,0,0.000158629
OTU6044,0,7.93147E-05,7.93147E-05,0,0.000158629,7.93147E-05,0,0,0,0,0.000317259,0.000158629
OTU2658,7.93147E-05,0,0,7.93147E-05,0,0.000158629,0.000317259,0,0,7.93147E-05,0.000237944,0
OTU1120,7.93147E-05,7.93147E-05,0,0,0,0,7.93147E-05,0,0,0.000237944,0.000317259,0.000158629
OTU470,0,0,0,0,0,0,0,0.000317259,0,0,0.000158629,0
OTU1920,0,7.93147E-05,0,0.000317259,0,7.93147E-05,0,0,0,0,7.93147E-05,0.000237944
OTU2144,0,0.000158629,0,0,7.93147E-05,0.000317259,0,0,0,0,7.93147E-05,0.000237944
OTU3721,0.000158629,0,0,0.000317259,7.93147E-05,0,0,0,0.000158629,0,0,7.93147E-05
OTU3632,7.93147E-05,0.000317259,0,0.000158629,0,0.000158629,0,7.93147E-05,0,7.93147E-05,0,0.000158629
OTU1540,0.000317259,7.93147E-05,7.93147E-05,0,0,7.93147E-05,0,7.93147E-05,0.000158629,7.93147E-05,0.000158629,0
OTU1040,0,0.000317259,0,0,0,0,7.93147E-05,0,0,0,0,0.000158629
OTU2831,0,0.000317259,0,0,0,0,7.93147E-05,0,0,7.93147E-05,0,0
OTU8400,0,0,0.000158629,0,0.000317259,0,0,0,0,0,0,0
OTU1465,0,0,0,0,0,7.93147E-05,0,0.000237944,0,7.93147E-05,0.000317259,7.93147E-05
OTU1466,0,0,0,0,7.93147E-05,0.000317259,0,0,0.000237944,0,7.93147E-05,0
OTU1193,7.93147E-05,0,0,0.000317259,0,0,0,7.93147E-05,7.93147E-05,7.93147E-05,0,0
OTU3484,0,0,7.93147E-05,0,0.000317259,0,0,0,0.000158629,0,0,0
OTU1923,0,0,0,0,0.000317259,0,0,0,0,0,7.93147E-05,0
OTU1856,0,0,0,0,0,7.93147E-05,0,7.93147E-05,0,0.000158629,0,0.000317259
OTU2550,0.000317259,0,0,0,0,0,7.93147E-05,0,0,7.93147E-05,0,0.000158629
OTU2027,0,7.93147E-05,0,0,0,0,0.000317259,7.93147E-05,0,0.000158629,7.93147E-05,7.93147E-05
OTU2830,7.93147E-05,0,7.93147E-05,0,7.93147E-05,7.93147E-05,7.93147E-05,0,0,7.93147E-05,0,0.000317259
OTU4197,0,0.000158629,0,7.93147E-05,7.93147E-05,0,0.000317259,0,7.93147E-05,0,0,0
OTU1381,0,0,0,0,0,0,0,0,0.000158629,0.000317259,0,0
OTU7296,0,0,0.000317259,0,0,0.000237944,0,0,0,0.000237944,7.93147E-05,0
OTU3246,0,7.93147E-05,0.000317259,0,0,0,0.000158629,7.93147E-05,0,0,0,0
OTU6666,0,0.000317259,0,0,7.93147E-05,0.000237944,0.000158629,0,0,0,0,7.93147E-05
OTU2026,0,0,0,7.93147E-05,0,0,7.93147E-05,7.93147E-05,0,0.000317259,0,7.93147E-05
OTU951,0.000317259,0,0,0,0,0.000158629,0,0.000158629,7.93147E-05,0,7.93147E-05,0
OTU52,0,7.93147E-05,0,0,0.000158629,0,0,7.93147E-05,0,0.000317259,0,0.000158629
OTU2168,0,0,0,0,0,0,0,0,0,0,0.000317259,0
OTU1615,0.000158629,0,7.93147E-05,7.93147E-05,0,0.000158629,0,0.000317259,0,7.93147E-05,0,0
OTU62,0,0,0.000317259,0,0,0,0,0.000158629,0,0,0,0
OTU2648,0,0.000158629,0.000317259,7.93147E-05,0,0,0,0,0.000158629,7.93147E-05,7.93147E-05,0.000158629
OTU1993,0.000317259,0,0,0,0,7.93147E-05,0,0,0,0.000158629,7.93147E-05,0
OTU2046,0,0,0,0,0.000317259,0.000237944,0,0,7.93147E-05,0.000158629,0,0
OTU7981,0,7.93147E-05,0.000317259,0,7.93147E-05,7.93147E-05,0,0,0,0,7.93147E-05,0
OTU2117,0,0,0.000317259,0,7.93147E-05,0.000158629,0,0,7.93147E-05,0,0,7.93147E-05
OTU1119,0,0.000317259,7.93147E-05,0,0,0,0,7.93147E-05,0,0,0,0.000237944
OTU9026,0.000317259,0,0,7.93147E-05,0,0,0,0,0,0,0,0
OTU8961,0,7.93147E-05,0,0,0.000317259,7.93147E-05,7.93147E-05,0,0,0,7.93147E-05,0
OTU2797,0,0.000317259,0,0,7.93147E-05,0,0.000158629,0,0,7.93147E-05,7.93147E-05,0
